ACF_1,Symbol
-0.25916143305932016,AAME
-0.2274605164378744,ABCB
-0.2907912279334847,ACNB
-0.46683876218768766,ACST
0.21475801003972886,ACT
0.2309624098181395,ADOM
-0.20479528248045822,AGNCB
-0.2835470563491757,AGND
-0.3472537735317579,AGZD
-0.46144914266134107,AHPA
-0.22630461329164103,AHPI
-0.3129117056649843,AKRX
0.20849765156162983,ALNA
-0.3835748223808049,ALT
-0.2253680971561304,ALTR
-0.2828374997287381,ALTY
-0.25531931767131893,AMEH
0.38175746521792664,AMR
-0.220643689930837,ANCB
-0.2035751226616656,ANDA
-0.254350695402076,APOP
-0.2132864438331352,APPS
-0.26589972210952745,APWC
0.36567410665051664,AQB
0.21281258437917755,AQXP
-0.23366530422279036,ARCI
-0.28162281689757795,AROW
-0.22081345298322394,ARTNA
-0.2589552762189443,ASRV
-0.24107703334697453,ASRVP
-0.21999186675289045,ASV
-0.49767589676490337,ATAC
-0.32869285017721733,ATAX
-0.23706920477184842,ATRO
-0.36138732216271113,AUBN
-0.40922583729806444,AVGR
-0.23664948211184123,AXGN
-0.31530750360535703,BANFP
-0.31926106737872717,BCTF
-0.45507179039731693,BHAC
-0.4875288216239657,BLBD
0.20348516966951688,BLCN
-0.2620960186573022,BLFS
-0.22131188351349262,BMTC
-0.21840246354709258,BNCL
-0.20081914477261792,BOCH
-0.3094697400898093,BOFIL
-0.2564258509184484,BOKF
-0.3189956021067252,BOXL
-0.41581978742168735,BPFHP
-0.20025494233980332,BRAC
-0.2519521196456211,BRID
-0.2685290698073577,BRPA
-0.2867146399824145,BRPAU
-0.273589385841879,BURG
-0.38935751492494824,BVSN
-0.2088713279507346,BYFC
-0.412151327930737,CBAN
-0.21050489105167566,CBMG
0.25725924023155117,CDMOP
-0.2288465983844783,CDXC
-0.22603253571297838,CELH
-0.48607615486900346,CEZ
-0.2152003172505864,CHCO
-0.24022455958472347,CHFC
-0.222400005663586,CHSCP
-0.4410316142676709,CIL
-0.5402909323020306,CLAR
-0.2736957808165608,CNBKA
-0.32356137281040004,CODA
-0.20881177185683156,CPHC
-0.34029181282315035,CPTAL
-0.4411064483584537,CSB
-0.25140239807097126,CSBK
-0.2273194728143576,CSBR
-0.35211148951062143,CSF
-0.2662866030675977,CSJ
-0.25021627198071494,CTBI
-0.26536270195880013,CTWS
-0.21022431346870718,CUI
-0.254702734813317,CVCY
-0.20258423864894634,CVLY
-0.28342150311620035,CXDC
-0.22787659378477906,CZWI
-0.4182252392521469,DFFN
-0.20237536680788193,DGICA
-0.2789971319967572,DHIL
-0.20558606714691416,DLHC
-0.21649971116379105,DNBF
0.2680206513428625,DNLI
-0.21627381450328045,DORM
-0.32829733287824586,DOTA
0.2280708110975742,DOVA
-0.22925505028917906,DTUL
-0.29821715634669305,DTUS
-0.21465567018933818,DYNT
-0.3163026241164617,EACQ
-0.5823915959515225,EAGLU
-0.22367323060510827,EBSB
-0.26224607883209594,EFAS
-0.2026241922253733,EMCF
-0.20295716236825692,EMCI
-0.23337212183368883,ENFC
-0.2565725175642972,ERIE
-0.4633476314944466,ERYP
-0.20827103834666313,ESSA
-0.44294158483460533,EVLMC
-0.22162490721837316,EXPO
-0.20780510817363776,FBNC
-0.23515328546005188,FCAP
-0.20265896114142049,FCCO
-0.22501326128248594,FCCY
-0.24919868299834474,FDIV
-0.20816372051157878,FEIM
-0.30389943584829654,FEMS
-0.3751249907825126,FHB
-0.26029600147591647,FIXD
-0.36162827244579615,FLAT
-0.20203477197821093,FLXS
-0.22460159382171044,FMB
-0.3536015116912109,FMHI
-0.23241279346369756,FORD
-0.21230249310486307,FRME
-0.2004135945994428,FSAC
-0.4596805381756302,FTAG
-0.2108044866877763,FULT
-0.22097941752247446,FUNC
-0.21812427832923864,GABC
-0.4115413261121689,GAINM
-0.3683595236427115,GAINN
-0.27093697456902066,GAINO
-0.22874011907217182,GBCI
-0.2372022302271616,GBLIZ
-0.22477208710229132,GCBC
-0.24985789693010094,GFNCP
-0.3403867530877397,GLADN
-0.3598178968537561,GLBZ
-0.23246660763327806,GLPG
-0.3223421854380931,GNMA
-0.2895921622971849,GOODM
-0.26087689266704434,GOODO
-0.2947543062276913,GPIC
-0.27421418356761107,GSHT
-0.35462806060593255,GTYH
-0.2780718523483472,GTYHU
-0.21483315755382631,GWGH
-0.21439819292987503,HBANN
-0.22381286922409677,HBK
-0.28203411606266043,HBP
-0.23551276960432943,HFBC
-0.20106378806692413,HIFS
-0.3268969183367395,HLG
-0.20857070610613906,HNNA
-0.4723247093859545,HUNT
-0.30226570923108814,HWKN
-0.2000561281008222,HX
-0.2413747564393047,HYND
-0.2320344508069238,HYZD
-0.2679739485889256,IBKCO
-0.30338862937513456,IBKCP
-0.21508052708225345,ICCC
-0.20984182027875845,IFEU
-0.24874702332736504,IKNX
-0.23797148500180274,IMMY
-0.3306821083387269,INBKL
-0.21840154238253326,INDB
-0.21602022770094598,IROQ
-0.21242298695066758,ISTB
-0.313937324891477,ISTR
-0.26880615467068686,ITIC
-0.3717734318024271,KBSF
-0.31392124139761124,KFFB
-0.29880876295344283,KINS
-0.21746172721545,KOSS
-0.20412151134925288,KTCC
-0.2435266288905778,LABL
-0.2676635946498523,LALT
-0.4152791781441758,LANDP
-0.21128385397992366,LBAI
-0.5034386735910988,LBC
-0.21482784118391354,LCNB
-0.4292012160483662,LDRI
0.4201491889105757,LFIN
-0.2663987153142861,LIND
-0.23120721280748951,LKFN
-0.20724491369401393,LLEX
-0.23780885730796464,LMAT
-0.24670468486114597,LMBS
-0.28802578667432915,LMRK
-0.2895462206527232,LMRKP
-0.25284037864453957,LSBK
-0.21004146546332841,LTRPB
-0.24550282036498292,LYL
-0.2603004317029094,MARA
-0.20142570416926592,MAYS
-0.43418691872669263,MB
-0.36133576130043227,MBFIP
-0.3069181121104944,MBSD
-0.44260636605210996,MDGS
-0.21070055254869507,MGEE
-0.24828383154498357,MGYR
-0.26713367968206136,MINDP
-0.4015765912323085,MMDM
-0.2025776148125803,MOMO
-0.26784385149850165,MSEX
-0.20268481316176354,MSFG
-0.2229764204035181,MSON
-0.28824471102443244,MYND
-0.26502610236889,NBTB
0.2525795006569457,NCNA
-0.25649388230280845,NESR
-0.43169546348832644,NEWTL
-0.4859056108467318,NEXT
-0.2361591179407457,NFBK
-0.2786288255951181,NGHCP
-0.25022577210045926,NHTC
-0.21572983831391024,NRIM
-0.20268199197234502,NSEC
-0.2549251536823739,NSYS
-0.4318312410573921,NVMM
-0.2259272013808769,NYMTN
-0.2568031008060492,NYMTO
-0.23042789007947426,NYMTP
-0.23349472849406042,OASM
0.5091042561098076,ODT
-0.21994098103619383,OHGI
-0.20168291286214965,OLBK
-0.4862916894737548,OLD
-0.20848372092150488,ONSIZ
-0.45126212999438214,OPGN
-0.20951789859291672,OPHC
-0.500794633960614,ORG
-0.49659415045342986,OSPR
-0.296537433559139,OVLY
-0.40733216706862274,OXLCO
-0.21936224197593154,PATI
-0.27676104387537065,PCYG
-0.20560400697864495,PCYO
-0.22074679352637153,PFBI
-0.3182561863915259,PFIE
-0.23144046493899698,PLBC
-0.22915707404286662,PNBK
-0.2495582412834306,PNRG
-0.218587890026396,POPE
-0.21209440951068428,PRFT
-0.4141250162417696,PTI
-0.23735750382879825,PTSI
-0.31624489146268814,PUB
-0.2822885154873532,PYDS
-0.2509336274504483,QCRH
-0.28284646621176,QRHC
-0.24803107687911155,RGCO
-0.21872216472374145,RILYG
-0.27749434474456125,RILYL
-0.2262975945063112,RLJE
-0.2385917626382093,SBFG
-0.33617904126036535,SBOT
-0.28805948788993846,SBRAP
-0.4963165206639329,SBT
-0.3851847752630382,SCAC
0.20512972642050967,SCPH
-0.23792580851394263,SELF
-0.22190949423632508,SFBC
-0.20550719845351553,SGRP
-0.2027422610810562,SHSP
-0.26827453989513006,SKOR
-0.20435374406891632,SLP
-0.3098972012630134,SLQD
-0.2052863330050309,SMBC
-0.2643661437462587,SMBK
-0.2013950324370394,SMMF
-0.22860436101226791,SNFCA
-0.20294481215925722,SNLN
-0.2001509938390063,SNSR
-0.49586912500450714,SOHOB
-0.21997144522995993,SOHOO
-0.21485711793230824,SONA
-0.3411883029406699,SPCB
-0.20251670651582465,SSBI
-0.4593031398341328,SSC
-0.22743317448395506,SSFN
-0.21644709025447875,STAF
-0.2099987714178668,STBA
-0.22018772391611321,STKS
-0.4746123317054496,STNLU
-0.2123610780566507,STRS
-0.23413149068831812,SUSB
-0.29896588803331064,SUSC
0.23981564593009289,SVRA
-0.2181369134557983,TAIT
-0.22314040106067576,TCBIL
-0.42425494506583145,TCON
-0.20547926684293222,TGTX
-0.21227984462835314,THFF
-0.21960638825823628,THST
-0.21600996135782907,TIPT
-0.22303257431652984,TPIV
-0.24362422559123464,TRCB
-0.24530799407957324,TRMK
-0.3714833030478316,TRMT
-0.2623727531508657,TRST
-0.5015624258805775,TSG
-0.5048558499033081,TTNP
0.2791262236551906,TYHT
-0.3415645425001411,UBCP
-0.22486611008869037,UBFO
-0.39432337174271337,UBIO
-0.21930670226519103,UBNK
-0.26704202094142104,UBOH
-0.24990883907996012,UBSI
-0.2920500847833132,UCBA
-0.2301677293720291,UNB
-0.3003878972799123,USAU
-0.30545686953602597,USOI
-0.4889488129181536,VBIV
-0.36658430838538564,VEAC
-0.2111408114024162,VGSH
-0.2709815690731768,VIVE
-0.2771318209625492,VMBS
-0.29703406197399634,VRIG
-0.3815616593965262,VTGN
-0.20578381019996198,VTNR
-0.2083915647060438,WASH
-0.2967709532790735,WHFBL
0.25306987680560894,WINS
-0.209818488782769,WSBC
-0.2542324757334714,WSFS
-0.2710274785021977,WTBA
-0.23084687977818574,WVFC
-0.272608975873193,XBIO
-0.2222126372690107,YDIV
-0.44160930043648033,ZSAN
-0.4623638810696722,AC
-0.23137449774121463,AFST
-0.4523550886391742,AGS
-0.4682047117306558,AJXA
-0.21093581430071812,APRN
-0.4568025217871551,ARA
0.20978634894335904,AVYA
-0.2449897381848577,BBDO
-0.48839906465462624,BBX
-0.5128095003105866,BEL
-0.2352750217051079,BEN
-0.3495142985160918,BFO
-0.23523459413177158,BGIO
-0.20922871640602136,BKT
-0.3945837544141869,BLD
-0.20236979216213224,BOOT
-0.23206940803939383,BPK
-0.3315223558768386,BST
-0.5535224995259896,CAI
0.2002639674067028,CBA
-0.4823296401435554,CBH
0.20457748435958464,CEN
-0.20604077112818467,CIA
-0.23529519410222044,CIC
-0.20974218182889937,CIF
-0.32124538573182654,COE
-0.33395491859050513,COLD
-0.288795975242611,CPK
-0.4989508138690929,CRC
-0.46988850241207847,CTAA
0.24760532292826404,CTR
-0.518685169195628,CTX
-0.4038264453076919,CTZ
-0.25904628979801403,CUBS
-0.2335398919086182,DCT
-0.24981437660386008,DS
0.20909016034472933,DSE
-0.5090723568305386,DTW
-0.35528278234686844,DVD
-0.3129891837641647,ECCA
-0.3674635758879564,ECCB
-0.4964402960368141,EFL
0.21831431975816845,EMO
-0.47116993655783423,EMP
-0.20205769412650657,ENJ
-0.2531311889043459,EQC
0.3051742372998511,FBK
-0.5525283948736849,FIV
-0.24079391874584732,FNB
-0.48651518498022844,FND
-0.279062594984413,GFF
-0.33698306793785116,GIG
-0.20121329306565294,GJR
-0.29707343192868846,GNL
0.20054680784930853,GRAM
-0.2922005981059049,GYC
-0.4807153882007405,HMI
0.21499894959186572,HPS
-0.22059387787642545,HTGX
-0.2164814466496081,IHC
-0.33667568119510216,IHIT
-0.33472790417139026,IRET
-0.267435257223187,JBT
-0.21609435683686,JCO
-0.3210764001272519,JHA
-0.2283141987641678,JHB
-0.22328743671335013,JHS
0.2137800322736012,JMF
0.22163563477862308,JMLP
0.22439188127090057,JT
-0.32622825868928557,KAP
-0.3327407881785293,KEG
-0.3466224880842477,KL
-0.23638992821118365,KTH
-0.3209856132954203,LCII
-0.3397307785164287,LGC
-0.2672292995879604,LND
-0.22422650852007042,LXP
-0.503977880711822,MCB
-0.30628312956408366,MCV
-0.22220090724202474,MDLQ
-0.2333792565178401,MED
-0.27425198708467957,MFO
-0.26817606275741895,MGF
-0.30575884547449955,MIN
-0.2266158353139435,MMT
-0.2829541600540083,MNR
-0.21374993283523103,MPV
-0.28765213068092615,MSCA
-0.5425223809724115,MVCD
-0.45750313941889414,NAP
-0.3065651651776587,NHA
-0.30916337372060176,NNN
-0.2147235323274676,NNY
0.21286512292621976,NOMD
-0.5197158180812881,NRE
-0.20942072986152052,NUV
-0.3271431519483729,OBE
-0.22726266448109703,OFC
-0.20099967121814707,OIA
-0.33735306592754255,PEN
-0.22918683642876686,PIM
-0.46473450263979155,PJT
-0.21629385813223126,PYS
-0.23784645555819775,RIV
-0.4575338396501545,SAB
-0.46672827258430244,SFS
-0.2661955554713198,SIG
0.20174613719248938,SMM
-0.5466978784858312,SUN
0.2201539397490158,TBB
-0.20578872166341927,TCCA
-0.31745721253980086,TCCB
-0.24761490866595984,TCRX
-0.2386606473858346,TDE
-0.4503768232338066,TIER
-0.301893850816748,TPGE
-0.3004728535011074,TPGH
0.21992433922951393,TTP
-0.24369206102621996,UZC
-0.3567448232845809,VER
-0.3800017532849563,VICI
0.23132097129068524,VRS
-0.4793950751393189,VST
-0.2490951050484164,WALA
0.21513368788132142,WLH
-0.3936091218300561,WP
-0.23034380169134808,XFLT
-0.28492175481858306,ZBK
0.22370437612523572,AAMC
-0.4875637701512593,APHB
-0.4562177834461529,AST
-0.22724394790850264,CTEK
-0.20242795727641893,DSS
-0.24138477253956694,ELLO
-0.24091795760556084,ENRJ
-0.22145321970428744,EVBN
-0.2737156624421717,FSP
-0.48947055833621106,GLF
-0.39506478014350166,GV
-0.2501112968646547,HCAC
-0.2745465764012873,IPB
-0.3920134854892704,LTSL
-0.21843133954357716,MLSS
-0.21962365766272868,MOC
-0.2445905122330445,MSN
-0.2809201761805374,NES
-0.2709672179729607,NTIP
0.40041958163439817,PARR
-0.2825659371980007,PLM
-0.3493799167466481,PLYM
-0.31984043281636926,RWC
-0.30993185018567554,SACH
-0.20979985838851012,SSY
-0.20070456848057483,TEUM
-0.20633304848260658,TMP
-0.22261309078555297,UAMY
-0.2199482320604744,UUU
-0.27928386247238,VGZ
-0.22263854310041997,WYY
-0.2137231462069852,ZDGE
-0.34294080388187814,ZOM
